marker_id,corpus,split,wearer,meeting_id,preceding_turns,wearer_next_utterance,wearer_profile_terms,wearer_past_context,label,notes,annotator,saved_at
icsi/Val/000037/77765,icsi,Val,fe008,Btr001,"Speaker 4: Yeah.
Speaker 3: Totally.
Speaker 4: You know, someone just leaves, you know, gets coffee, comes back, and no one knows.
Speaker 3: Right. Right, right. Gets bored.
User: Yeah, I mean, there are other things we could expand on and with i in terms of the methodology. It's nice to have a core set of data though and they've d actually done some","they do in terms of having a r a nice broad set of speakers doing the same thing, meeting after meeting after meeting.","overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000347/77534,icsi,Train,mn007,Bro027,"Speaker 1: Which is probably true. Cuz Well, the V A - if the VAD said since the VAD is is is right a lot, uh
User: Yeah.
Speaker 1: Hmm. Anyway. Might be.
User: Mm - hmm.
Speaker 1: Yeah. Well, we just started working with it. But these are these are some good ideas I think.","Yeah, and the other thing Well, there are other issues maybe for the tandem, like,","vad(63), italian(51), spectral subtraction(38), plp(27), ti - digits(27), result(25), aurora(24), spanish(21), finnish(20), msg(20), network(20), neural network(20), lda(20), threshold(20), variance(19), training(18), french(17), mean(17), wiener(17), htk(16)","[Bro004] Um. We've trained uh several neural networks on so on the TI - digits English and on the Italian data and also on the broad uh English uh French and uh Spanish databases.
[Bro023] if we have no, uh, spectral subtraction or Wiener filtering, um, i the system is Uh, we thought the neural neural network is much better than before,
[Bro003] TI - digit task, the Italian task, the French task and the Finnish task.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000228/25684,icsi,Train,me013,Bro018,"Speaker 2: Yeah.
User: Yeah and a short short amount of time, just to again, just to see if that information is sufficient
Speaker 2: Mm - hmm.
User: to uh determine the phones.
Speaker 2: Hmm.",Right.,"training(34), aurora(29), htk(29), energy(26), ibm(23), ti - digits(23), overlaps(23), plp(23), vad(23), discussion(22), jose(22), msg(21), research(19), overlap(19), silence(19), chuck(19), switchboard(19), range(18), effect(18), good thing(18)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.
[Bmr018] let's see who was talking about earlier that the effect of having a lot more data is quite different in Switchboard than it is in in Broadcast News, yeah.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000038/60030,icsi,Test,fe008,Btr002,"Speaker 2: Yeah. I
Speaker 4: Right.
Speaker 5: Yeah.
Speaker 2: I do too, but sometimes if it gets too too for me too stretched out, um, I'll tend to think that
User: Expanded?",Mm - hmm.,"overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000367/66177,icsi,Train,mn015,Bed003,"Speaker 3: Ah, interesting.
Speaker 2: Why does SmartKom need a network?
User: Um it looks up some stuff that, you know, is is that is in the written by the operating system only if it if you get a DHCP request, so it you know, my computer does not know its IP address, you know?
Speaker 2: Ah.
User: You know. So. Unless it boots up with networking.","And I don't have an IP address, they can't look up","building(7), input(5), nuh(5), intention(4), map(4), net(4), object(4), picture(4), belief(3), entrance(3), heidelberg(3), human operator(3), intentions(3), lines(3), linux(3), structure(3), tower(3), vista(3), xml(3), bhaskara(2)","[Bed002] Um, from this, we can sometimes, you know an and that's that but that isn't that what we need for a belief - net anyhow? is sort of",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000329/35509,icsi,Train,mn007,Bro005,"Speaker 1: Yeah.
User: And
Speaker 1: Uh. And the other the results uh, observations two and three,
User: Mmm.
Speaker 1: Um, is uh",Mmm.,"italian(15), french(11), network(9), networks(9), spanish(9), htk(8), plp(8), phonemes(7), language(6), neural networks(6), training(6), net(5), task data(5), testing(5), aurora(4), same language(4), test(4), error rate(4), jrasta(4), nets(4)","[Bro004] Um. We've trained uh several neural networks on so on the TI - digits English and on the Italian data and also on the broad uh English uh French and uh Spanish databases.
[Bro003] I mean, uh, training training a net on a language and testing a for another language.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000146/13530,icsi,Train,me011,Bdb001,"User: But it's still a lot tighter than than ASCII. And we have a lot of tools already to deal with it.
Speaker 2: You do? OK. Is there some documentation on this somewhere? OK, great. So,
User: Yeah, there's a ton of it. Man - pages and, uh, source code, and
Speaker 2: I mean, that sounds good. I I was just looking for something I'm not a database person, but something sort of standard enough that,
User: me.","Yeah, it's not standard. I mean, it's something that we developed at ICSI.","jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)","[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bed002] So this is The project is called Meeting Recorder and there are lots of different aspects of the project. Um.
[Bmr014] And so we could replace our wired mikes with wireless if we bought another base station and more wireless mikes.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000037/960,icsi,Val,fe008,Btr001,"Speaker 1: Just put your name on it, I think.
Speaker 3: Oh, OK.
User: OK, thanks.
Speaker 1: Uh - huh.
User: So, thanks very much for coming. OK. So um","@ @ benefit from your involvement in the data, all the things that that you've been exposed to in these many months.","overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000040/23752,icsi,Train,fe016,Bdb001,"User: it's yeah, close enough that
Speaker 2: Right? So if you suddenly decide that you want
User: You have to make a different type.
Speaker 2: Yeah. You'd have to make a different type.
User: So Well, if you look at it and","the types of annotations and and But I imagine that those are things that would well, you guys mentioned this, that could span any","jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)","[Bmr012] Yeah. No I think it's really, I mean this way we least have a baseline we know that for instance the transcripts are very good so once you can get to the words that the recognizer which is a total subset of the things you need to understand the the text
[Bmr005] Now, why do you need to mark speaker overlap by hand if you can infer it from the relative energy in the I mean, you shouldn't need to do this p completely by hand, right?
[Bmr011] No, we used the fact that So when Jane transcribes them the way she has transcribers doing this, whether it's with the pre - segmentation or not,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000146/43017,icsi,Train,me011,Bdb001,"Speaker 2: I think we're sort of guinea pigs, cuz I I want to get the prosody work done but I don't want to waste time, you know,
Speaker 3: Oh, maybe
Speaker 2: getting the Yeah?
Speaker 3: um
User: Well, I wouldn't wait for the formats, because anything you pick we'll be able to translate",to another form.,"jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)","[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bed002] So this is The project is called Meeting Recorder and there are lots of different aspects of the project. Um.
[Bmr014] And so we could replace our wired mikes with wireless if we bought another base station and more wireless mikes.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000146/16825,icsi,Train,me011,Bdb001,"Speaker 2: I I don't know enough about what we're gonna do with the data. But I thought it would be good to get something that we can that other people can use or adopt for their own kinds of encoding. And just, I mean we have to use some we have to make some decision about what to do. And especially for the prosody work, what
User: Yeah.
Speaker 2: what it ends up being is you get features from the signal, and of course those change every time your alignments change. So you re - run a recognizer, you want to recompute your features, um, and then keep the database up to date. Or you change a word, or you change a
User: Right.
Speaker 2: utterance boundary segment, which is gonna happen a lot.","Yeah, the other thing","jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)","[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bed002] So this is The project is called Meeting Recorder and there are lots of different aspects of the project. Um.
[Bmr014] And so we could replace our wired mikes with wireless if we bought another base station and more wireless mikes.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000170/6075,icsi,Train,me011,Bmr027,"Speaker 3: that needs to be adjusted, because, I mean, these are very highly technical things. I mean, it's an added, uh, level of checking on the accuracy of the transcription, as I see it. But in any case, people can agree to things that are wrong. So.
User: Well Yeah. The reason I did that it was just so that people would not censor not ask to have stuff removed because it was transcribed incorrectly,
Speaker 3: And the reason I liked it was because
User: as opposed to, uh
Speaker 3: was because it, um it gives them the option of, uh, being able to correct it.","When they submit the form, it gets processed and emailed to me.","jane(64), form(35), dan(35), tools(24), transcriber(22), corpus(22), sony(20), transcription(19), chuck(19), transcripts(18), icsi(18), forms(17), ibm(17), mikes(16), thanks(16), xml(16), broadcast news(16), hand(15), list(15), program(15)","[Bdb001] For Perl if you want to just do Perl. If you wanted to use the structured XML query language, that's a different thing. And it's a set of tools that let you specify given the D - DDT DTD of the document,
[Bmr005] Right now I'm looking at Jane and talking, now I'm looking at Chuck and talking, I don't think the microphones would pick up that difference.
[Bmr008] And then uh, as Jane said, the last question is"" List other language influences, bilingual dialects, et cetera."" And that's just and open - ended",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000038/12522,icsi,Test,fe008,Btr002,"Speaker 4: Yeah.
Speaker 2: Yeah.
User: It's it's interesting that there are so many cases. And I agree. I th I think those are very good conventions. I also like w you know, this this whole point about how
Speaker 1: Mm - hmm.
User: how that y th th the fact that you're raising this, I li I like this example that, um,","several things that are being cued by intonation,","overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000137/58912,icsi,Test,me010,Bed005,"Speaker 5: OK. So, is the idea to put it in the ontology?
User: Absolutely.
Speaker 5: OK.
User: Uh, or, link to or but but in any case i View it logically as being in the ontology. It's part of what you know about a an object, is its EVA vector.
Speaker 5: OK. Mm - hmm.","So, when we get to Wu,","belief(18), - net(10), net(9), bayes(7), construction(7), context(7), xml(7), ontology(5), discussion(4), nets(4), picture(4), smartkom(4), student(4), task(4), values(4), castle(4), container(4), decision(4), bayes - nets(3), dialogue(3)","[Bed002] the y you know, belief - net package and tell us what it is, and give us a pointer so we can play with it or something.
[Bed004] The Bayes - nets will be dec specific for each decision. But what I'd like to be able to do",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000008/18673,icsi,Test,fe004,Bed015,"Speaker 5: That I I have no problem with it at all. I think it's fine.
Speaker 2: It - it Yeah.
User: Yeah. Right, n s you may be you may not be like everyone else in in Berkeley, but that's OK. Uh, we don't mind either, so
Speaker 2: Yeah. Yeah. I mean, we we we sort of thought we were getting away with, uh with, a p I mean, this is not reverting to the X - bar theory of of phrase structure. But, uh,
Speaker 5: Right.",Mm - hmm.,"location(8), enter(8), context(6), german(6), action schema(6), business(5), class(5), intention(5), robert(5), structure(5), approach(5), task(4), cue(4), discourse(4), action(4), bakery(4), bindings(4), friend(4), roles(4), view(4)","[Bed006] I mean I guess I'm wondering whether You could just have under action schema you could just sort of say whatever you know it's gonna be Enter, View or Approach or whatever number of things and pos partly because
[Bed003] So a more general thing than"" discussed admission fee"" um, could be I I'm just wondering whether the context, the background context of the discourse
[Bed002] So that context was like, um, their presumed purpose context, i like business or travel,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000046/41317,icsi,Train,fe016,Bmr007,"Speaker 2: what what do you think about that? Do you think that would be useful? I'm just thinking that as an action item of whether we should try to record some two - person meetings or something.
User: I guess my my first comment was, um only that um we should n not attribute overlaps only to meetings, but maybe that's obvious, maybe
Speaker 2: Yeah.
User: everybody knew that, but that in normal conversation with two people there's an awful lot of the same kinds of overlap, and that it would be interesting
Speaker 2: Mm - hmm.","look at whether there are these kinds of constraints that Jane mentioned, that what maybe the additional people add to this competition that happens right after a turn, you know, because now you can have five people trying to grab the turn, but pretty quickly","mari(10), board(8), queries(7), close - talking mikes(6), jane(5), research(5), mark(5), student(5), summary(5), summarization(5), amount(4), funding(4), ldc(4), transcription(4), notes(4), record(4), enough data(4), darpa(3), language(3), speaker(3)","[Buw001] The summary is actually gonna drive the queries then. I mean, your research is going to be very circular.
[Bmr005] Now, why do you need to mark speaker overlap by hand if you can infer it from the relative energy in the I mean, you shouldn't need to do this p completely by hand, right?
[Bsr001] You can sell corpora eventually to the LDC and you can get time, student time, to clean up the corpus and things.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000280/12705,icsi,Train,me018,Bro025,"Speaker 1: uh, which would smooth things a bit for those occasions when, uh, the testing set was quite different than what you'd trained your discriminant features for. So, um, all of that is is, uh still seems like a good idea. The thing is now we know some other constraints. We can't have unlimited amounts of latency. Uh, y you know, that's still being debated by the by people in Europe but, uh, no matter how they end up there, it's not going to be unlimited amounts, so we have to be a little conscious of that.
User: Yeah.
Speaker 1: Um. So there's the neural net issue. There's the VAD issue. And, uh, there's the second stream thing. And I think those that we last time we agreed that those are the three things that have to get, uh, focused on.
User: What was the issue with the VAD?
Speaker 1: Well, better ones are good.",boundaries that they provide are,"aurora(24), machine(24), ibm(23), models(22), net(20), transcript l(20), htk(17), experiments(16), andreas(16), plp(15), jane(15), experiment(14), beep(13), stephane(13), boundaries(13), gaussians(13), brian(13), dave(13), phone(12), state(12)","[Bro012] And so you know in trying to run these experiments I notice, you know, it's difficult to find machines, you know, compute the run on. And so one of the things I did was I compiled HTK for the Linux
[Bmr026] I think part of the reason why Dave can't get the the new machines up is because he doesn't have room in the machine room right now. So he has to re - arrange a bunch of stuff.
[Bro019] and somebody's using, uh, the machine you typically use, you can say"" run command"" and your HTK thing and it'll find another machine, the fastest currently available machine and and run your job there.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000038/48826,icsi,Test,fe008,Btr002,"Speaker 1: Hmm.
Speaker 4: Hmm.
Speaker 2: That was a that was really interesting to notice that. Uh, It's a very different interface, though. I mean, it seems very
User: Mm - hmm. It is different.
Speaker 2: strange.","of it So, this this was to handle the digits, uh, only, which is what you figure. And, um, did you I thought you might have done that, Joel. Did you also? So, two people did that, i","overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000172/25905,icsi,Train,me011,Bmr030,"User: I think it only saves, like, half. Only.
Speaker 2: Only.
User: OK. So I think we just gotta let things slide for now, and see
Speaker 3: Hmm! Yeah.
User: see what's gonna happen. Nothing else really to do.",We have new equipment that I'm gonna try to set up tomorrow.,"jane(67), form(42), dan(36), transcriber(27), tools(24), corpus(22), transcripts(20), icsi(20), sony(20), transcription(19), ibm(19), chuck(19), xml(18), forms(17), mikes(17), thanks(17), broadcast news(17), hand(15), list(15), program(15)","[Bdb001] For Perl if you want to just do Perl. If you wanted to use the structured XML query language, that's a different thing. And it's a set of tools that let you specify given the D - DDT DTD of the document,
[Bmr005] Right now I'm looking at Jane and talking, now I'm looking at Chuck and talking, I don't think the microphones would pick up that difference.
[Bmr008] And then uh, as Jane said, the last question is"" List other language influences, bilingual dialects, et cetera."" And that's just and open - ended",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000040/53625,icsi,Train,fe016,Bdb001,"Speaker 3: You'd it's much more efficient for them to just see the word sequence, right?
User: Mm - hmm.
Speaker 3: I mean, most people aren't as sophisticated as as we are here with, you know, uh, time alignments and stuff. So So the the the point is
Speaker 2: Should should we mention some names on the people who are n?
Speaker 3: Right. So, um, the p my point is that you're gonna end up with, uh, word sequences that are differently annotated. And you want some tool,","Well, all the Switchboard in it. Yeah.","jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)","[Bmr012] Yeah. No I think it's really, I mean this way we least have a baseline we know that for instance the transcripts are very good so once you can get to the words that the recognizer which is a total subset of the things you need to understand the the text
[Bmr005] Now, why do you need to mark speaker overlap by hand if you can infer it from the relative energy in the I mean, you shouldn't need to do this p completely by hand, right?
[Bmr011] No, we used the fact that So when Jane transcribes them the way she has transcribers doing this, whether it's with the pre - segmentation or not,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000303/20961,icsi,Train,me026,Bro022,"Speaker 6: Mm - hmm.
Speaker 1: then there's amplification afterwards. And you can get, I think it was I think it was in the Wall Street Journal data that that I can't remember, one of the DARPA things. There was this big DC - DC offset we didn't we didn't know about for a while, while we were
Speaker 3: Mm - hmm.
Speaker 1: messing with it. And we were getting these terrible results. And then we were talking to somebody and they said,"" Oh, yeah. Didn't you know? Everybody knows that. There's all this DC offset in th"" So, yes. You can have DC offset in the data. Yeah.
Speaker 6: Oh, OK. OK.","Oh. And I also, um, did some experiments about normalizing the phase.","reverberation(7), phase(7), reverberation response(6), avendano(5), transcript l(5), linux(4), lpc(4), code(4), smartkom(4), approach(3), hynek(3), msg(3), bit(3), audio(3), broadcast news(3), sri system(3), synthesizer(3), noise conditions(2), two o(2), fudge(2)","[Bro010] comparing the performance of um, a robust approach like MSG with these, um, speech enhancement or de - reverber de - reverberation approaches.
[Bro013] Oh, and um, another f first step is um, so the the way I want to extend his work is make it able to deal with a time varying reverberation response um and um
[Bro014] So I decided that I I'll do the reverberation removal on the long analysis windows and then just re - synthesize audio and then send that.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000237/15110,icsi,Train,me013,Bro028,"User: Well, you're not doing the LPC I mean, so so what if you did a
Speaker 3: in this case Well, it's not LPC, sure, but
User: What if you did LPC - twenty?
Speaker 3: LPC?
User: Twenty. Right? I mean, th the thing is LPC is not a a really great",representation of speech.,"training(59), vad(45), dave(44), neural net(41), aurora(38), energy(36), plp(36), ibm(35), htk(35), test(34), ti - digits(30), discussion(29), chuck(28), log(27), hynek(26), stephane(26), effect(25), agenda(25), range(24), level(24)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr026] I mean basically you would then You proceed with the embedded training. It's gonna take you a while to train at this net anyway. And while it's training you may as well test the one you have and see how it did.
[Bsr001] at any level can have access to all of it so you guys can have it, UW can have it, we can have it, and IBM can have it, and",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000038/90937,icsi,Test,fe008,Btr002,"Speaker 1: Yeah.
Speaker 2: I'm like,"" No, I don't correct the grammar. I don't erase the"" um""'s and"" uh""'s, I record all the sighs, and the laughs, and the breaths, and""
Speaker 4: Mm - hmm.
Speaker 2: And they're I don't know. This is a very different thing than most people can relate to, I guess. Or know about.
User: Mm - hmm. The I agree. Another thing that I think is interesting in these meetings is, certain speakers have a tendency to embed utterances in other embed uh, in other utterances. And, um, you know, it's very clear when you see it when you hear it with the intonational markers, but well, just the contours, but","the words on the page, it's not at all clear. And there are a couple people who do this in particular. I I would say","overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000239/41590,icsi,Val,me013,Buw001,"Speaker 6: I mean, I think it would be great if we try to get a picture with every meeting.
Speaker 3: I agree.
Speaker 6: Um, so so we won't worry about requiring these things, but the more things that we can get it for, the more useful it will be for various applications.
User: So
Speaker 6: So.",from from today? OK.,"ibm(4), wireless lapel(3), mari(3), channels(2), design(2), hour(2), jane(2), range(2), statement(2), transcription(2), two microphones(2), equipment(2), level(2), mike picheny(2), about five o' clock(1), action items(1), afternoon(1), alignments(1), annoyance(1), answer(1)","[Bsr001] at any level can have access to all of it so you guys can have it, UW can have it, we can have it, and IBM can have it, and
[Bmr001] Yeah. No, well, actually we could have Jane uh Jane's interested and curious about this stuff so she could attend one of probably not the decoder meeting but some of the other stuff she would be interested enough and have her read",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000146/38066,icsi,Train,me011,Bdb001,"Speaker 1: Mm - hmm. Mm - hmm.
Speaker 2: It seems like the kind of thing you'd do if I don't know, if people start adding all kinds of s bells and whistles to the data. And so that might be I mean, it'd be good for us to know to use a format where we know we can easily, um, input that to some database if other people are using it.
User: Yep.
Speaker 2: Something like that.
User: I guess I'm just a little hesitant to try to go whole hog on sort of the","the whole framework that that NIST is talking about, with ATLAS and a database and all that sort of stuff, cuz it's a big learning curve,","jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)","[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bed002] So this is The project is called Meeting Recorder and there are lots of different aspects of the project. Um.
[Bmr014] And so we could replace our wired mikes with wireless if we bought another base station and more wireless mikes.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000146/4941,icsi,Train,me011,Bdb001,"Speaker 3: Mmm.
User: You know, thirty - eight, whatever you want.
Speaker 3: So you're essentially defining a lattice.
User: OK. Yes, exactly.
Speaker 3: Yeah.","Right? So you could you could have some sort of other other tag later in the file that would be something like, um,","jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)","[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bed002] So this is The project is called Meeting Recorder and there are lots of different aspects of the project. Um.
[Bmr014] And so we could replace our wired mikes with wireless if we bought another base station and more wireless mikes.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000037/31013,icsi,Val,fe008,Btr001,"User: Yeah.
Speaker 5: Yeah, I I don't remember the words exactly. It's a shame. There was one that was a whole sentence was broken up in the middle, and there was a little like millisecond of break in the middle. And if you connected it all together, it completely changed what was right before it and what was right after it. It was written as something else, and then it became a word together from what was before and after and then with this little tiny millisecond pause. So I guess I don't know. I mean, I guess when we talk in between different segments of the word maybe, there's pauses somehow, I guess or the you can
Speaker 4: Hmm.
Speaker 3: We stop voicing sometimes.
Speaker 5: Yeah, or something like that. It's probably like inaudible for us but",There are some times when there have been words that they just pause right in the middle of. You're,"overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
